algorithm,graph_type,graph_size,n_edges,time_elapsed
Trad_Dijkstra,sparse,100,291,0.0007536880002589896
Trad_Dijkstra,sparse,100,291,0.0007491040014429018
Trad_Dijkstra,sparse,100,291,0.0007461450004484504
Trad_Dijkstra,sparse,100,291,0.0007449269978678785
Trad_Dijkstra,sparse,100,291,0.0007749290016363375
Trad_Dijkstra,sparse,100,291,0.0007453079997503664
Trad_Dijkstra,sparse,100,291,0.0008608230018580798
Trad_Dijkstra,sparse,100,291,0.0007474419981008396
Trad_Dijkstra,sparse,100,291,0.0007689170015510172
Trad_Dijkstra,sparse,100,291,0.0007468959993275348
Trad_Dijkstra,sparse,100,291,0.0007466839997505303
Trad_Dijkstra,sparse,100,291,0.0007463749971066136
Trad_Dijkstra,sparse,100,291,0.0007495220015698578
Trad_Dijkstra,sparse,100,291,0.0007623999990755692
Trad_Dijkstra,sparse,100,291,0.0007456849998561665
Trad_Dijkstra,sparse,100,291,0.0007454299993696623
Trad_Dijkstra,sparse,100,291,0.0007491819997085258
Trad_Dijkstra,sparse,100,291,0.0007512070005759597
Trad_Dijkstra,sparse,100,291,0.0008528390026185662
Trad_Dijkstra,sparse,100,291,0.0007482479995815083
Trad_Dijkstra,sparse,100,291,0.0007517029989685398
Trad_Dijkstra,sparse,100,291,0.0007444900002155919
Trad_Dijkstra,sparse,100,291,0.0007649619983567391
Trad_Dijkstra,sparse,100,291,0.0007512619995395653
Trad_Dijkstra,sparse,100,291,0.0007517630001530051
Trad_Dijkstra,sparse,100,291,0.0007453920006810222
Trad_Dijkstra,sparse,100,291,0.000745249999454245
Trad_Dijkstra,sparse,100,291,0.0007694740015722346
Trad_Dijkstra,sparse,100,291,0.0007436240011884365
Trad_Dijkstra,sparse,100,291,0.0007453750004060566
Trad_Dijkstra,sparse,100,291,0.0008005700001376681
Trad_Dijkstra,sparse,100,291,0.0008800260002317373
Trad_Dijkstra,sparse,100,291,0.0008410890004597604
Trad_Dijkstra,sparse,100,291,0.0008402029998251237
Trad_Dijkstra,sparse,100,291,0.0008387140005652327
Trad_Dijkstra,sparse,100,291,0.0008580630019423552
Trad_Dijkstra,sparse,100,291,0.0008420550002483651
Trad_Dijkstra,sparse,100,291,0.0008399680009461008
Trad_Dijkstra,sparse,100,291,0.0008384790016862098
Trad_Dijkstra,sparse,100,291,0.0008549900012440048
Trad_Dijkstra,sparse,100,291,0.0008370819996343926
Trad_Dijkstra,sparse,100,291,0.0011057539995817933
Trad_Dijkstra,sparse,100,291,0.0008423280014540069
Trad_Dijkstra,sparse,100,291,0.0008644330009701662
Trad_Dijkstra,sparse,100,291,0.0008400830010941718
Trad_Dijkstra,sparse,100,291,0.0008395139993808698
Trad_Dijkstra,sparse,100,291,0.0008409770016442053
Trad_Dijkstra,sparse,100,291,0.0008545050004613586
Trad_Dijkstra,sparse,100,291,0.0008377199992537498
Fibbo_Dijkstra,sparse,100,291,0.0008993240007839631
Fibbo_Dijkstra,sparse,100,291,0.0008819369977572933
Fibbo_Dijkstra,sparse,100,291,0.0009039750002557412
Fibbo_Dijkstra,sparse,100,291,0.0010675069970602635
Fibbo_Dijkstra,sparse,100,291,0.00088381100067636
Fibbo_Dijkstra,sparse,100,291,0.0008817899979476351
Fibbo_Dijkstra,sparse,100,291,0.0009024999999382999
Fibbo_Dijkstra,sparse,100,291,0.0008823710013530217
Fibbo_Dijkstra,sparse,100,291,0.0008813669992377982
Fibbo_Dijkstra,sparse,100,291,0.0008800479990895838
Fibbo_Dijkstra,sparse,100,291,0.0009061390010174364
Fibbo_Dijkstra,sparse,100,291,0.0008801809999567922
Fibbo_Dijkstra,sparse,100,291,0.0008806100013316609
Fibbo_Dijkstra,sparse,100,291,0.0010032489990408067
Fibbo_Dijkstra,sparse,100,291,0.0009085739984584507
Fibbo_Dijkstra,sparse,100,291,0.0009363780009152833
Fibbo_Dijkstra,sparse,100,291,0.0008811160005279817
Fibbo_Dijkstra,sparse,100,291,0.0008773120025580283
Fibbo_Dijkstra,sparse,100,291,0.0009694039981695823
Fibbo_Dijkstra,sparse,100,291,0.0008909099997254089
Fibbo_Dijkstra,sparse,100,291,0.0008774300004006363
Fibbo_Dijkstra,sparse,100,291,0.0008742370009713341
Fibbo_Dijkstra,sparse,100,291,0.0008822890013107099
Fibbo_Dijkstra,sparse,100,291,0.0008776110007602256
Fibbo_Dijkstra,sparse,100,291,0.0008961720013758168
Fibbo_Dijkstra,sparse,100,291,0.0008168990025296807
Fibbo_Dijkstra,sparse,100,291,0.0008538360016245861
Fibbo_Dijkstra,sparse,100,291,0.0008039399981498718
Fibbo_Dijkstra,sparse,100,291,0.0008110359995043837
Fibbo_Dijkstra,sparse,100,291,0.0008209410007111728
Fibbo_Dijkstra,sparse,100,291,0.000831381999887526
Fibbo_Dijkstra,sparse,100,291,0.0008072569980868138
Fibbo_Dijkstra,sparse,100,291,0.0008095699995465111
Fibbo_Dijkstra,sparse,100,291,0.0008288810022349935
Fibbo_Dijkstra,sparse,100,291,0.0009288500004913658
Fibbo_Dijkstra,sparse,100,291,0.0010030349985754583
